date,time,temperature_C,pressure_mb,humidity,wind_kph,description
2011-06-24,24,32,1003,81,17,Patchy rain possible
2011-06-25,24,32,1005,76,15,Patchy rain possible
2011-06-26,24,33,1007,80,10,Moderate or heavy rain shower
2011-06-27,24,31,1008,82,9,Moderate or heavy rain shower
2011-06-28,24,33,1007,80,8,Moderate or heavy rain shower
2011-06-29,24,32,1008,82,9,Moderate or heavy rain shower
2011-06-30,24,31,1009,85,8,Moderate or heavy rain shower
2011-07-01,24,31,1009,85,6,Moderate or heavy rain shower
2011-07-02,24,32,1009,83,6,Moderate or heavy rain shower
2011-07-03,24,33,1009,81,9,Moderate or heavy rain shower
2011-07-04,24,31,1009,82,6,Moderate rain at times
2011-07-05,24,32,1009,82,7,Moderate or heavy rain shower
2011-07-06,24,32,1008,83,6,Moderate or heavy rain shower
2011-07-07,24,33,1008,84,11,Heavy rain at times
2011-07-08,24,30,1008,91,10,Moderate or heavy rain shower
2011-07-09,24,31,1007,82,13,Heavy rain at times
2011-07-10,24,31,1006,84,13,Moderate or heavy rain shower
2011-07-11,24,31,1005,85,9,Moderate or heavy rain shower
2011-07-12,24,31,1006,86,10,Moderate or heavy rain shower
2011-07-13,24,31,1006,86,9,Moderate or heavy rain shower
2011-07-14,24,32,1007,87,10,Moderate or heavy rain shower
2011-07-15,24,31,1007,87,10,Moderate or heavy rain shower
2011-07-16,24,32,1007,81,10,Moderate or heavy rain shower
2011-07-17,24,31,1007,83,12,Moderate or heavy rain shower
2011-07-18,24,32,1007,82,11,Patchy rain possible
2011-07-19,24,32,1007,83,11,Heavy rain at times
2011-07-20,24,33,1008,81,11,Moderate rain at times
2011-07-21,24,33,1008,79,9,Moderate or heavy rain shower
2011-07-22,24,31,1007,84,9,Moderate rain at times
2011-07-23,24,32,1006,81,8,Moderate or heavy rain shower
2011-07-24,24,32,1007,84,8,Moderate or heavy rain shower
2011-07-25,24,30,1008,86,9,Moderate or heavy rain shower
2011-07-26,24,32,1008,85,10,Moderate or heavy rain shower
2011-07-27,24,30,1007,88,11,Moderate or heavy rain shower
2011-07-28,24,31,1005,86,11,Moderate or heavy rain shower
2011-07-29,24,30,1005,87,14,Moderate or heavy rain shower
2011-07-30,24,29,1006,89,14,Moderate or heavy rain shower
2011-07-31,24,30,1006,83,10,Moderate or heavy rain shower
2011-08-01,24,32,1007,82,7,Moderate or heavy rain shower
2011-08-02,24,32,1008,84,7,Moderate rain at times
2011-08-03,24,32,1009,83,9,Moderate or heavy rain shower
2011-08-04,24,33,1008,81,9,Heavy rain at times
2011-08-05,24,33,1005,80,12,Moderate or heavy rain shower
2011-08-06,24,31,1005,88,11,Moderate or heavy rain shower
2011-08-07,24,30,1007,89,9,Moderate or heavy rain shower
2011-08-08,24,32,1008,84,10,Moderate or heavy rain shower
2011-08-09,24,32,1008,82,11,Moderate or heavy rain shower
2011-08-10,24,29,1008,86,12,Moderate or heavy rain shower
2011-08-11,24,31,1008,81,11,Moderate or heavy rain shower
2011-08-12,24,31,1007,82,8,Moderate or heavy rain shower
2011-08-13,24,33,1007,79,5,Moderate or heavy rain shower
2011-08-14,24,31,1009,81,6,Moderate or heavy rain shower
2011-08-15,24,29,1010,84,6,Moderate or heavy rain shower
2011-08-16,24,32,1009,80,7,Moderate or heavy rain shower
2011-08-17,24,32,1008,80,8,Moderate or heavy rain shower
2011-08-18,24,33,1008,77,8,Moderate rain at times
2011-08-19,24,33,1009,79,6,Moderate or heavy rain shower
2011-08-20,24,33,1009,79,7,Moderate rain at times
2011-08-21,24,32,1009,82,7,Moderate or heavy rain shower
2011-08-22,24,33,1009,84,9,Moderate or heavy rain shower
2011-08-23,24,31,1007,84,6,Moderate or heavy rain shower
2011-08-24,24,33,1007,82,5,Moderate or heavy rain shower
2011-08-25,24,32,1006,84,6,Moderate or heavy rain shower
2011-08-26,24,31,1005,86,6,Moderate or heavy rain shower
2011-08-27,24,30,1006,91,8,Moderate or heavy rain shower
2011-08-28,24,28,1007,91,13,Heavy rain at times
2011-08-29,24,30,1008,90,12,Moderate or heavy rain shower
2011-08-30,24,32,1009,85,10,Moderate or heavy rain shower
2011-08-31,24,31,1008,85,13,Moderate or heavy rain shower
2011-09-01,24,32,1008,81,12,Heavy rain at times
2011-09-02,24,31,1008,83,10,Moderate or heavy rain shower
2011-09-03,24,32,1008,82,10,Moderate or heavy rain shower
2011-09-04,24,31,1008,83,10,Moderate or heavy rain shower
2011-09-05,24,31,1009,87,9,Moderate or heavy rain shower
2011-09-06,24,31,1009,87,8,Moderate or heavy rain shower
2011-09-07,24,31,1008,86,8,Moderate or heavy rain shower
2011-09-08,24,31,1007,87,11,Moderate or heavy rain shower
2011-09-09,24,29,1007,89,10,Moderate or heavy rain shower
2011-09-10,24,29,1006,89,13,Moderate or heavy rain shower
2011-09-11,24,27,1007,91,11,Moderate or heavy rain shower
2011-09-12,24,29,1009,88,8,Moderate or heavy rain shower
2011-09-13,24,32,1009,82,5,Moderate or heavy rain shower
2011-09-14,24,33,1008,81,9,Moderate rain at times
2011-09-15,24,32,1008,84,8,Moderate or heavy rain shower
2011-09-16,24,33,1008,83,8,Moderate or heavy rain shower
2011-09-17,24,31,1006,85,12,Moderate or heavy rain shower
2011-09-18,24,32,1007,85,9,Moderate or heavy rain shower
2011-09-19,24,31,1008,86,10,Moderate or heavy rain shower
2011-09-20,24,30,1009,90,9,Moderate or heavy rain shower
2011-09-21,24,29,1009,89,11,Moderate rain at times
2011-09-22,24,29,1009,87,12,Patchy rain possible
2011-09-23,24,28,1008,88,13,Moderate or heavy rain shower
2011-09-24,24,28,1008,88,12,Patchy rain possible
2011-09-25,24,31,1007,83,10,Moderate rain at times
2011-09-26,24,32,1006,82,9,Moderate or heavy rain shower
2011-09-27,24,30,1005,87,12,Moderate or heavy rain shower
2011-09-28,24,28,1007,90,13,Moderate or heavy rain shower
2011-09-29,24,30,1007,85,14,Moderate or heavy rain shower
2011-09-30,24,31,1008,83,13,Moderate or heavy rain shower
2011-10-01,24,31,1007,86,9,Moderate or heavy rain shower
2011-10-02,24,32,1006,87,7,Moderate or heavy rain shower
2011-10-03,24,30,1006,91,8,Moderate or heavy rain shower
2011-10-04,24,29,1007,92,8,Moderate or heavy rain shower
2011-10-05,24,29,1009,91,8,Moderate or heavy rain shower
2011-10-06,24,29,1010,89,4,Moderate rain at times
2011-10-07,24,31,1010,87,4,Moderate or heavy rain shower
2011-10-08,24,30,1009,90,5,Moderate or heavy rain shower
2011-10-09,24,30,1009,92,4,Moderate or heavy rain shower
2011-10-10,24,30,1010,91,4,Moderate or heavy rain shower
2011-10-11,24,31,1010,89,5,Heavy rain at times
2011-10-12,24,30,1009,87,8,Moderate or heavy rain shower
2011-10-13,24,30,1009,88,10,Moderate or heavy rain shower
2011-10-14,24,30,1009,89,8,Moderate or heavy rain shower
2011-10-15,24,30,1009,87,6,Moderate or heavy rain shower
2011-10-16,24,32,1009,85,5,Heavy rain at times
2011-10-17,24,31,1010,87,7,Moderate rain at times
2011-10-18,24,31,1010,87,5,Moderate or heavy rain shower
2011-10-19,24,32,1008,85,4,Moderate or heavy rain shower
2011-10-20,24,31,1009,87,6,Moderate or heavy rain shower
2011-10-21,24,31,1009,84,5,Moderate or heavy rain shower
2011-10-22,24,32,1009,83,5,Moderate or heavy rain shower
2011-10-23,24,32,1009,84,5,Patchy rain possible
2011-10-24,24,32,1008,83,7,Patchy rain possible
2011-10-25,24,32,1009,82,4,Moderate or heavy rain shower
2011-10-26,24,32,1009,82,5,Moderate or heavy rain shower
2011-10-27,24,33,1009,82,5,Patchy rain possible
2011-10-28,24,32,1009,82,4,Moderate or heavy rain shower
2011-10-29,24,32,1008,82,6,Moderate or heavy rain shower
2011-10-30,24,33,1007,81,5,Sunny
2011-10-31,24,32,1008,83,4,Partly cloudy
2011-11-01,24,32,1008,82,5,Sunny
2011-11-02,24,32,1007,82,4,Moderate or heavy rain shower
2011-11-03,24,32,1007,81,4,Partly cloudy
2011-11-04,24,33,1008,81,6,Partly cloudy
2011-11-05,24,31,1007,85,9,Moderate or heavy rain shower
2011-11-06,24,30,1007,90,9,Moderate rain at times
2011-11-07,24,29,1006,93,10,Moderate or heavy rain shower
2011-11-08,24,30,1007,90,9,Moderate or heavy rain shower
2011-11-09,24,30,1008,88,6,Moderate rain at times
2011-11-10,24,30,1009,88,7,Moderate or heavy rain shower
2011-11-11,24,30,1011,87,4,Moderate or heavy rain shower
2011-11-12,24,31,1012,84,4,Moderate rain at times
2011-11-13,24,31,1011,83,4,Heavy rain at times
2011-11-14,24,32,1011,84,4,Heavy rain at times
2011-11-15,24,31,1010,84,4,Moderate or heavy rain shower
2011-11-16,24,31,1009,85,4,Patchy rain possible
2011-11-17,24,32,1008,84,6,Patchy rain possible
2011-11-18,24,32,1009,87,6,Moderate or heavy rain shower
2011-11-19,24,31,1010,86,5,Moderate or heavy rain shower
2011-11-20,24,32,1011,83,6,Patchy rain possible
2011-11-21,24,32,1010,80,5,Patchy rain possible
2011-11-22,24,32,1009,79,7,Partly cloudy
2011-11-23,24,32,1010,80,10,Moderate or heavy rain shower
2011-11-24,24,31,1010,79,8,Patchy rain possible
2011-11-25,24,29,1009,86,8,Patchy rain possible
2011-11-26,24,32,1008,85,6,Moderate or heavy rain shower
2011-11-27,24,31,1008,85,5,Heavy rain at times
2011-11-28,24,31,1008,86,4,Heavy rain at times
2011-11-29,24,31,1009,82,5,Patchy rain possible
2011-11-30,24,32,1009,83,3,Partly cloudy
2011-12-01,24,32,1008,81,4,Partly cloudy
2011-12-02,24,31,1009,81,7,Sunny
2011-12-03,24,30,1009,84,4,Patchy rain possible
2011-12-04,24,30,1010,82,4,Patchy rain possible
2011-12-05,24,29,1010,76,5,Partly cloudy
2011-12-06,24,29,1010,81,7,Patchy rain possible
2011-12-07,24,30,1009,84,6,Moderate or heavy rain shower
2011-12-08,24,30,1009,83,4,Moderate or heavy rain shower
2011-12-09,24,28,1010,85,8,Heavy rain at times
2011-12-10,24,30,1010,78,11,Partly cloudy
2011-12-11,24,30,1010,75,12,Sunny
2011-12-12,24,29,1011,77,9,Partly cloudy
2011-12-13,24,25,1011,81,8,Moderate rain at times
2011-12-14,24,29,1010,86,4,Heavy rain at times
2011-12-15,24,32,1009,81,5,Moderate rain at times
2011-12-16,24,32,1010,79,5,Patchy rain possible
2011-12-17,24,31,1010,75,9,Partly cloudy
2011-12-18,24,31,1010,74,10,Sunny
2011-12-19,24,32,1009,72,10,Sunny
2011-12-20,24,27,1009,84,9,Patchy rain possible
2011-12-21,24,32,1009,80,5,Heavy rain at times
2011-12-22,24,32,1009,80,4,Partly cloudy
2011-12-23,24,32,1008,79,6,Patchy rain possible
2011-12-24,24,31,1010,73,9,Cloudy
2011-12-25,24,30,1012,74,7,Sunny
2011-12-26,24,29,1012,74,7,Partly cloudy
2011-12-27,24,29,1012,78,5,Patchy rain possible
2011-12-28,24,29,1012,82,6,Partly cloudy
2011-12-29,24,30,1011,72,6,Heavy rain at times
2011-12-30,24,32,1012,74,5,Moderate rain at times
2011-12-31,24,29,1013,77,6,Patchy rain possible
2012-01-01,24,30,1012,76,7,Patchy rain possible
2012-01-02,24,31,1012,78,7,Partly cloudy
2012-01-03,24,30,1012,79,7,Patchy rain possible
2012-01-04,24,31,1013,77,4,Patchy rain possible
2012-01-05,24,32,1013,76,5,Partly cloudy
2012-01-06,24,33,1013,74,6,Partly cloudy
2012-01-07,24,31,1013,72,8,Cloudy
2012-01-08,24,31,1013,68,7,Partly cloudy
2012-01-09,24,32,1011,67,8,Cloudy
2012-01-10,24,30,1011,71,8,Partly cloudy
2012-01-11,24,28,1011,76,8,Heavy rain at times
2012-01-12,24,32,1010,75,8,Heavy rain at times
2012-01-13,24,32,1010,75,7,Patchy rain possible
2012-01-14,24,33,1008,71,10,Partly cloudy
2012-01-15,24,32,1007,73,11,Partly cloudy
2012-01-16,24,32,1007,75,10,Patchy rain possible
2012-01-17,24,32,1007,77,10,Moderate or heavy rain shower
2012-01-18,24,31,1008,78,11,Moderate or heavy rain shower
2012-01-19,24,32,1009,77,12,Moderate or heavy rain shower
2012-01-20,24,33,1009,73,11,Heavy rain at times
2012-01-21,24,33,1009,68,9,Sunny
2012-01-22,24,33,1010,70,6,Partly cloudy
2012-01-23,24,32,1010,72,5,Moderate rain at times
2012-01-24,24,33,1010,73,6,Patchy rain possible
2012-01-25,24,33,1010,74,6,Patchy rain possible
2012-01-26,24,32,1010,71,6,Partly cloudy
2012-01-27,24,33,1009,70,4,Partly cloudy
2012-01-28,24,30,1009,75,7,Overcast
2012-01-29,24,32,1009,77,9,Patchy rain possible
2012-01-30,24,32,1010,73,9,Patchy rain possible
2012-01-31,24,32,1011,72,7,Moderate or heavy rain shower
2012-02-01,24,34,1011,70,7,Heavy rain at times
2012-02-02,24,33,1011,69,7,Patchy rain possible
2012-02-03,24,33,1012,71,5,Patchy rain possible
2012-02-04,24,33,1011,68,5,Partly cloudy
2012-02-05,24,33,1011,66,8,Partly cloudy
2012-02-06,24,34,1010,71,8,Partly cloudy
2012-02-07,24,33,1010,72,7,Patchy rain possible
2012-02-08,24,34,1011,72,10,Partly cloudy
2012-02-09,24,34,1011,70,7,Sunny
2012-02-10,24,34,1011,69,7,Partly cloudy
2012-02-11,24,35,1010,67,7,Partly cloudy
2012-02-12,24,34,1011,67,6,Partly cloudy
2012-02-13,24,33,1011,68,6,Cloudy
2012-02-14,24,34,1010,69,6,Cloudy
2012-02-15,24,34,1009,70,7,Sunny
2012-02-16,24,33,1008,76,5,Moderate or heavy rain shower
2012-02-17,24,32,1008,76,5,Moderate or heavy rain shower
2012-02-18,24,32,1009,73,9,Partly cloudy
2012-02-19,24,32,1010,66,9,Cloudy
2012-02-20,24,33,1008,65,6,Sunny
2012-02-21,24,32,1007,76,6,Heavy rain at times
2012-02-22,24,31,1008,78,13,Moderate rain at times
2012-02-23,24,33,1007,74,10,Sunny
2012-02-24,24,34,1007,73,9,Partly cloudy
2012-02-25,24,34,1007,73,10,Partly cloudy
2012-02-26,24,34,1007,73,10,Partly cloudy
2012-02-27,24,34,1008,69,10,Partly cloudy
2012-02-28,24,34,1008,67,9,Partly cloudy
2012-02-29,24,35,1007,68,9,Partly cloudy
2012-03-01,24,35,1008,70,9,Moderate or heavy rain shower
2012-03-02,24,36,1007,65,12,Sunny
2012-03-03,24,36,1007,62,14,Sunny
2012-03-04,24,34,1008,64,12,Sunny
2012-03-05,24,35,1007,68,13,Moderate rain at times
2012-03-06,24,35,1007,71,11,Patchy rain possible
2012-03-07,24,34,1005,71,11,Moderate or heavy rain shower
2012-03-08,24,35,1006,72,12,Moderate rain at times
2012-03-09,24,35,1006,70,11,Patchy rain possible
2012-03-10,24,36,1007,61,13,Sunny
2012-03-11,24,37,1008,57,9,Sunny
2012-03-12,24,37,1010,55,7,Sunny
2012-03-13,24,37,1010,56,7,Partly cloudy
2012-03-14,24,37,1010,55,7,Sunny
2012-03-15,24,36,1010,60,7,Moderate rain at times
2012-03-16,24,35,1009,67,8,Heavy rain at times
2012-03-17,24,35,1010,63,11,Sunny
2012-03-18,24,36,1010,64,12,Sunny
2012-03-19,24,34,1010,66,9,Partly cloudy
2012-03-20,24,35,1010,69,7,Moderate or heavy rain shower
2012-03-21,24,33,1010,70,8,Moderate or heavy rain shower
2012-03-22,24,33,1010,70,11,Patchy rain possible
2012-03-23,24,34,1011,72,6,Moderate or heavy rain shower
2012-03-24,24,33,1011,69,8,Moderate or heavy rain shower
2012-03-25,24,34,1010,65,8,Patchy rain possible
2012-03-26,24,35,1011,62,6,Partly cloudy
2012-03-27,24,34,1011,60,5,Partly cloudy
2012-03-28,24,35,1011,60,6,Partly cloudy
2012-03-29,24,35,1010,57,8,Patchy rain possible
2012-03-30,24,32,1009,63,6,Heavy rain at times
2012-03-31,24,32,1009,68,9,Moderate or heavy rain shower
2012-04-01,24,28,1009,91,16,Moderate or heavy rain shower
2012-04-02,24,31,1011,83,10,Moderate or heavy rain shower
2012-04-03,24,32,1013,75,12,Moderate or heavy rain shower
2012-04-04,24,33,1013,72,13,Patchy rain possible
2012-04-05,24,33,1011,71,10,Patchy rain possible
2012-04-06,24,33,1011,70,11,Patchy rain possible
2012-04-07,24,33,1010,67,11,Sunny
2012-04-08,24,33,1010,65,8,Moderate or heavy rain shower
2012-04-09,24,33,1010,61,11,Moderate rain at times
2012-04-10,24,33,1010,62,10,Patchy rain possible
2012-04-11,24,33,1009,67,11,Moderate or heavy rain shower
2012-04-12,24,33,1008,69,10,Heavy rain at times
2012-04-13,24,32,1009,68,12,Moderate or heavy rain shower
2012-04-14,24,33,1009,69,12,Heavy rain at times
2012-04-15,24,33,1009,69,12,Patchy rain possible
2012-04-16,24,34,1008,68,10,Patchy rain possible
2012-04-17,24,34,1007,70,11,Patchy rain possible
2012-04-18,24,33,1007,68,12,Moderate rain at times
2012-04-19,24,34,1008,64,10,Patchy rain possible
2012-04-20,24,34,1008,62,9,Partly cloudy
2012-04-21,24,35,1008,64,8,Patchy rain possible
2012-04-22,24,34,1008,71,8,Moderate or heavy rain shower
2012-04-23,24,34,1008,72,8,Moderate rain at times
2012-04-24,24,34,1008,70,9,Moderate or heavy rain shower
2012-04-25,24,34,1008,71,8,Moderate or heavy rain shower
2012-04-26,24,34,1008,73,9,Moderate or heavy rain shower
2012-04-27,24,32,1008,77,7,Moderate or heavy rain shower
2012-04-28,24,34,1008,71,7,Moderate or heavy rain shower
2012-04-29,24,32,1008,77,6,Moderate or heavy rain shower
2012-04-30,24,32,1007,75,7,Moderate or heavy rain shower
2012-05-01,24,34,1008,72,9,Moderate or heavy rain shower
2012-05-02,24,33,1008,71,10,Moderate or heavy rain shower
2012-05-03,24,33,1007,71,8,Moderate or heavy rain shower
2012-05-04,24,34,1006,68,8,Moderate or heavy rain shower
2012-05-05,24,33,1007,71,10,Heavy rain at times
2012-05-06,24,34,1007,75,7,Moderate or heavy rain shower
2012-05-07,24,31,1007,80,7,Moderate or heavy rain shower
2012-05-08,24,32,1008,77,7,Heavy rain at times
2012-05-09,24,33,1009,74,7,Moderate or heavy rain shower
2012-05-10,24,34,1009,73,7,Moderate rain at times
2012-05-11,24,33,1007,76,9,Moderate or heavy rain shower
2012-05-12,24,33,1006,77,9,Moderate or heavy rain shower
2012-05-13,24,34,1005,80,9,Moderate or heavy rain shower
2012-05-14,24,34,1006,80,8,Moderate or heavy rain shower
2012-05-15,24,29,1007,85,9,Moderate or heavy rain shower
2012-05-16,24,28,1005,85,7,Moderate or heavy rain shower
2012-05-17,24,30,1006,83,9,Moderate or heavy rain shower
2012-05-18,24,33,1008,79,10,Moderate or heavy rain shower
2012-05-19,24,34,1009,77,8,Patchy rain possible
2012-05-20,24,34,1007,73,10,Patchy rain possible
2012-05-21,24,34,1007,71,11,Patchy rain possible
2012-05-22,24,33,1007,75,11,Moderate or heavy rain shower
2012-05-23,24,33,1006,76,12,Moderate or heavy rain shower
2012-05-24,24,32,1006,82,11,Moderate or heavy rain shower
2012-05-25,24,32,1006,84,10,Moderate or heavy rain shower
2012-05-26,24,32,1007,81,9,Moderate or heavy rain shower
2012-05-27,24,32,1008,78,9,Heavy rain at times
2012-05-28,24,31,1008,76,11,Moderate rain at times
2012-05-29,24,33,1007,75,9,Patchy rain possible
2012-05-30,24,33,1007,76,9,Moderate or heavy rain shower
2012-05-31,24,33,1006,78,8,Moderate or heavy rain shower
2012-06-01,24,33,1005,84,8,Moderate or heavy rain shower
2012-06-02,24,33,1005,86,7,Moderate or heavy rain shower
2012-06-03,24,32,1004,86,10,Moderate or heavy rain shower
2012-06-04,24,32,1005,82,12,Moderate or heavy rain shower
2012-06-05,24,31,1004,81,12,Moderate or heavy rain shower
2012-06-06,24,31,1003,85,12,Moderate or heavy rain shower
2012-06-07,24,31,1004,84,12,Moderate or heavy rain shower
2012-06-08,24,31,1006,85,11,Moderate or heavy rain shower
2012-06-09,24,31,1008,84,10,Moderate or heavy rain shower
2012-06-10,24,32,1008,80,11,Moderate or heavy rain shower
2012-06-11,24,32,1008,80,11,Moderate or heavy rain shower
2012-06-12,24,30,1008,83,11,Moderate or heavy rain shower
2012-06-13,24,33,1008,79,10,Patchy rain possible
2012-06-14,24,33,1007,77,13,Moderate rain at times
2012-06-15,24,32,1005,81,15,Moderate or heavy rain shower
2012-06-16,24,32,1005,78,15,Moderate or heavy rain shower
2012-06-17,24,29,1007,83,12,Patchy rain possible
2012-06-18,24,31,1008,78,15,Moderate rain at times
2012-06-19,24,32,1007,78,14,Patchy rain possible
2012-06-20,24,32,1007,79,14,Moderate or heavy rain shower
2012-06-21,24,32,1008,78,11,Moderate or heavy rain shower
2012-06-22,24,33,1008,76,9,Moderate or heavy rain shower
2012-06-23,24,32,1007,78,11,Moderate or heavy rain shower
2012-06-24,24,33,1008,81,12,Moderate or heavy rain shower
2012-06-25,24,33,1008,79,11,Heavy rain at times
2012-06-26,24,33,1008,75,11,Partly cloudy
2012-06-27,24,33,1008,80,13,Moderate or heavy rain shower
2012-06-28,24,32,1007,79,12,Moderate or heavy rain shower
2012-06-29,24,31,1006,82,10,Moderate or heavy rain shower
2012-06-30,24,28,1006,90,10,Moderate or heavy rain shower
2012-07-01,24,31,1006,84,11,Moderate or heavy rain shower
2012-07-02,24,31,1006,82,8,Moderate or heavy rain shower
2012-07-03,24,31,1004,85,8,Moderate or heavy rain shower
2012-07-04,24,31,1004,84,11,Moderate rain at times
2012-07-05,24,30,1004,84,12,Moderate or heavy rain shower
2012-07-06,24,30,1006,84,10,Heavy rain at times
2012-07-07,24,31,1006,83,8,Moderate or heavy rain shower
2012-07-08,24,31,1006,83,8,Heavy rain at times
2012-07-09,24,32,1007,82,8,Moderate or heavy rain shower
2012-07-10,24,32,1007,81,7,Moderate or heavy rain shower
2012-07-11,24,32,1007,87,7,Moderate or heavy rain shower
2012-07-12,24,30,1008,91,8,Moderate or heavy rain shower
2012-07-13,24,31,1008,87,8,Moderate or heavy rain shower
2012-07-14,24,32,1008,83,7,Moderate or heavy rain shower
2012-07-15,24,33,1008,77,8,Partly cloudy
2012-07-16,24,33,1008,80,7,Moderate or heavy rain shower
2012-07-17,24,32,1007,83,8,Moderate or heavy rain shower
2012-07-18,24,31,1007,85,10,Moderate or heavy rain shower
2012-07-19,24,32,1008,82,10,Moderate or heavy rain shower
2012-07-20,24,32,1008,83,9,Moderate or heavy rain shower
2012-07-21,24,32,1008,84,11,Moderate or heavy rain shower
2012-07-22,24,32,1006,83,14,Moderate or heavy rain shower
2012-07-23,24,33,1004,77,16,Sunny
2012-07-24,24,31,1006,80,16,Moderate or heavy rain shower
2012-07-25,24,32,1008,75,13,Moderate or heavy rain shower
2012-07-26,24,33,1008,78,9,Moderate rain at times
2012-07-27,24,32,1007,81,10,Heavy rain at times
2012-07-28,24,30,1008,88,9,Moderate or heavy rain shower
2012-07-29,24,28,1009,87,13,Heavy rain at times
2012-07-30,24,30,1008,81,15,Moderate or heavy rain shower
2012-07-31,24,32,1007,73,16,Moderate rain at times
2012-08-01,24,29,1007,83,16,Moderate rain at times
2012-08-02,24,29,1007,81,14,Moderate or heavy rain shower
2012-08-03,24,30,1007,78,14,Moderate or heavy rain shower
2012-08-04,24,33,1007,76,13,Moderate or heavy rain shower
2012-08-05,24,34,1007,74,14,Moderate or heavy rain shower
2012-08-06,24,34,1007,73,16,Heavy rain at times
2012-08-07,24,32,1008,74,17,Heavy rain at times
2012-08-08,24,31,1007,81,11,Moderate rain at times
2012-08-09,24,32,1007,75,12,Heavy rain at times
2012-08-10,24,33,1008,75,12,Moderate or heavy rain shower
2012-08-11,24,33,1009,74,10,Partly cloudy
2012-08-12,24,33,1008,74,11,Heavy rain at times
2012-08-13,24,33,1007,74,14,Partly cloudy
2012-08-14,24,33,1007,78,13,Moderate rain at times
2012-08-15,24,33,1007,80,11,Moderate or heavy rain shower
2012-08-16,24,33,1006,81,11,Moderate or heavy rain shower
2012-08-17,24,30,1006,84,12,Moderate or heavy rain shower
2012-08-18,24,31,1008,84,10,Moderate or heavy rain shower
2012-08-19,24,32,1008,79,8,Moderate or heavy rain shower
2012-08-20,24,33,1007,77,7,Moderate or heavy rain shower
2012-08-21,24,32,1007,80,8,Moderate or heavy rain shower
2012-08-22,24,31,1007,82,10,Moderate or heavy rain shower
2012-08-23,24,31,1007,86,6,Moderate or heavy rain shower
2012-08-24,24,30,1007,84,9,Moderate or heavy rain shower
2012-08-25,24,31,1009,86,8,Moderate or heavy rain shower
2012-08-26,24,32,1008,85,9,Moderate or heavy rain shower
2012-08-27,24,30,1007,87,10,Moderate or heavy rain shower
2012-08-28,24,31,1008,85,12,Moderate or heavy rain shower
2012-08-29,24,31,1010,83,9,Moderate or heavy rain shower
2012-08-30,24,33,1009,81,8,Patchy rain possible
2012-08-31,24,31,1008,85,10,Moderate or heavy rain shower
2012-09-01,24,29,1008,88,8,Moderate or heavy rain shower
2012-09-02,24,30,1007,88,12,Moderate or heavy rain shower
2012-09-03,24,31,1007,85,9,Moderate or heavy rain shower
2012-09-04,24,30,1006,87,9,Moderate or heavy rain shower
2012-09-05,24,29,1006,89,7,Moderate or heavy rain shower
2012-09-06,24,30,1008,89,10,Moderate or heavy rain shower
2012-09-07,24,29,1010,85,8,Moderate rain at times
2012-09-08,24,33,1010,78,6,Moderate or heavy rain shower
2012-09-09,24,32,1009,81,6,Heavy rain at times
2012-09-10,24,32,1008,80,6,Moderate or heavy rain shower
2012-09-11,24,29,1009,86,7,Moderate or heavy rain shower
2012-09-12,24,29,1009,86,10,Moderate or heavy rain shower
2012-09-13,24,26,1009,92,9,Heavy rain at times
2012-09-14,24,30,1007,86,10,Moderate or heavy rain shower
2012-09-15,24,29,1007,92,8,Moderate or heavy rain shower
2012-09-16,24,28,1009,90,10,Heavy rain at times
2012-09-17,24,31,1010,86,9,Moderate or heavy rain shower
2012-09-18,24,32,1009,84,7,Moderate or heavy rain shower
2012-09-19,24,31,1009,84,7,Moderate or heavy rain shower
2012-09-20,24,30,1009,87,5,Moderate or heavy rain shower
2012-09-21,24,31,1009,87,8,Moderate or heavy rain shower
2012-09-22,24,31,1008,88,10,Moderate or heavy rain shower
2012-09-23,24,30,1007,89,10,Moderate or heavy rain shower
2012-09-24,24,31,1006,88,9,Moderate or heavy rain shower
2012-09-25,24,29,1006,89,6,Moderate or heavy rain shower
2012-09-26,24,30,1007,86,5,Heavy rain at times
2012-09-27,24,30,1008,90,8,Moderate or heavy rain shower
2012-09-28,24,27,1009,94,7,Moderate or heavy rain shower
2012-09-29,24,28,1009,92,6,Moderate rain at times
2012-09-30,24,31,1009,89,4,Moderate or heavy rain shower
2012-10-01,24,30,1010,90,4,Moderate or heavy rain shower
2012-10-02,24,29,1011,92,6,Moderate or heavy rain shower
2012-10-03,24,30,1009,90,5,Moderate or heavy rain shower
2012-10-04,24,31,1008,88,8,Moderate or heavy rain shower
2012-10-05,24,30,1009,90,7,Moderate or heavy rain shower
2012-10-06,24,28,1009,90,9,Moderate rain at times
2012-10-07,24,29,1008,89,7,Moderate or heavy rain shower
2012-10-08,24,31,1009,86,8,Moderate or heavy rain shower
2012-10-09,24,31,1009,83,5,Moderate or heavy rain shower
2012-10-10,24,32,1009,82,6,Patchy rain possible
2012-10-11,24,32,1009,82,5,Patchy rain possible
2012-10-12,24,32,1009,82,5,Patchy rain possible
2012-10-13,24,32,1010,81,6,Moderate rain at times
2012-10-14,24,31,1011,82,6,Moderate or heavy rain shower
2012-10-15,24,32,1012,81,8,Sunny
2012-10-16,24,32,1012,83,6,Moderate or heavy rain shower
2012-10-17,24,32,1011,81,6,Patchy rain possible
2012-10-18,24,33,1011,78,6,Sunny
2012-10-19,24,33,1010,78,6,Patchy rain possible
